Distance (m),u (m/s),res_time (s),T (K),P (Pa),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
1.45e-06,0.005045352701958923,0.00028928123087154146,1512.8955201244619,101325.0,0.0010111507499967565,1.1731211597533122e-06,4.725868344531559e-07,0.3967111654678102,2.0659166370654393e-06,0.0035249659227285235,5.882243736412656e-05,8.700834088994488e-06,2.345091197549566e-19,2.3059325435456985e-14,3.1528130702519706e-09,1.5750578548029544e-09,0.0006609475607400465,0.3945448778209362,0.0005437205634676534,4.56773815557944e-06,1.5568107168789546e-07,0.0019100227646369435,2.163515963007268e-09,9.674019933206017e-07,7.407539206678034e-05,1.3747115728756937e-13,4.403763409280475e-07,3.041834404377908e-09,0.00019631722895943051,1.3799929485179771e-06,0.0008352727589622896,2.4018041003576624e-11,1.5803286378384076e-06,3.536782096772566e-11,3.057092317380152e-35,-7.632522354379682e-35,1.3132589044698962e-31,2.0595467766985326e-31,-2.2358029940455669e-66,3.283703743234141e-31,1.0807115685934894e-32,5.5780843405469694e-58,-3.25698279112434e-35,1.9980854132950414e-39,2.1277194574236962e-32,1.4357507582393036e-36,8.010803102920471e-75,7.80361264059903e-37,3.6061949978117507e-37,3.1154601302135645e-34,1.932504956548933e-36,2.1454452855191095e-58,0.19990614591219885,2.065167954255657e-10,9.59329996783789e-07,3.890297467513593e-09,3.802268520353128e-08
1.475e-06,0.005047563864090891,0.000294234115208054,1513.5196456318793,101324.99999999999,0.001059518213731829,1.2199030387215873e-06,4.854886189848741e-07,0.3965685068776417,2.1382163764038787e-06,0.00367740213715339,6.055989286169392e-05,8.988943216221391e-06,2.6030167623482136e-19,2.4607827164706318e-14,3.286267326005058e-09,1.6509274356026437e-09,0.0006717978976208233,0.3943262820353695,0.0005800874674907383,4.8544019527872205e-06,1.644686337096131e-07,0.001977669676542679,2.314985032428572e-09,1.005013201598608e-06,7.74839315571634e-05,1.5466005601687474e-13,4.774055493220752e-07,3.2861271749252763e-09,0.0002066499695680013,1.4396139162410711e-06,0.0008694663587108079,2.7094090113513943e-11,1.7222085260105324e-06,4.006239968646429e-11,3.1335987783763353e-35,1.1228195427838402e-33,1.2636993420757397e-31,1.9932434327969363e-31,4.342575734737861e-66,3.412917268881388e-31,1.2691030780537714e-32,5.567812239309203e-58,2.3904343369281928e-33,2.0356419057548473e-39,2.0901890781208396e-32,1.8260309654194296e-36,8.526050486564301e-75,9.283606253194045e-37,4.244492226507657e-37,3.4590621790618374e-34,2.4650081739849983e-36,2.1434318522022158e-58,0.19990100655609053,2.224661615781719e-10,1.0174917464250137e-06,4.189380972236274e-09,4.0813395268874376e-08
1.5e-06,0.0050498606956518866,0.0002991847468208287,1514.1670648393529,101324.99999999985,0.001109870223556476,1.2689218952557342e-06,4.989160219358797e-07,0.39642049242254584,2.213780093774404e-06,0.0038353893953898504,6.235254781451191e-05,9.287144780326667e-06,2.8940319243104025e-19,2.6295270878694702e-14,3.427193141880801e-09,1.7312943585456059e-09,0.0006829294857846503,0.3941004011193412,0.0006184528824828618,5.159089923047614e-06,1.7374234472881123e-07,0.0020469196150785956,2.4771144048891388e-09,1.0443445994670154e-06,8.102153879220343e-05,1.739490587691016e-13,5.171788372017209e-07,3.549883292568094e-09,0.00021743428738609698,1.5023196151973685e-06,0.0009045016302596069,3.0550770201884226e-11,1.875256268180523e-06,4.5334262973718726e-11,4.1365747460219753e-32,3.305887477290357e-34,1.2283190352933466e-31,2.025768550007115e-31,3.099507594677559e-66,8.731919103665557e-31,1.6798976086728408e-32,5.5683162284262375e-58,9.732528341873816e-34,-3.622752973985394e-39,4.3371220227498023e-32,8.896032885520485e-34,9.468611800940182e-75,1.1650529312473916e-36,5.547123166279337e-37,3.828220780285112e-34,2.7833003932430506e-36,2.2322085375660477e-58,0.19989555568573827,2.39633933247669e-10,1.0786614902547773e-06,4.510698264498709e-09,4.37980577131603e-08
1.5250000000000002e-06,0.005052247335653412,0.0003041330397960318,1514.8388718319452,101324.99999999999,0.001162307745363571,1.3203299966060506e-06,5.129043756101604e-07,0.39626686023383195,2.2928254111649316e-06,0.003999191526454285,6.420320062611949e-05,9.595932510798972e-06,3.22308892459338e-19,2.8137281465159284e-14,3.5762044429513114e-09,1.8165240191764565e-09,0.0006943608612637932,0.3938669021947894,0.0006589259137262106,5.4832116385049e-06,1.8353719143456161e-07,0.0021178320779920872,2.65078266368446e-09,1.0855071697318838e-06,8.469407853902768e-05,1.9560726954995393e-13,5.599043029179257e-07,3.834900366906689e-09,0.00022869428952133466,1.568333169042274e-06,0.0009404033373831871,3.443673461090342e-11,2.040345501758709e-06,5.1252904670115707e-11,1.4923297169442719e-33,1.0772880298168384e-34,1.1945313327994293e-31,2.05865544602218e-31,3.2055851263557416e-66,9.052835235326292e-31,2.23680957737516e-32,5.576040208943849e-58,4.07815362276519e-34,4.914011054622565e-39,4.7198279030939256e-32,8.290603826314099e-35,1.0214355466454621e-74,1.6116664095772057e-36,7.129617848729632e-37,4.211192006837118e-34,3.9570907844205014e-36,2.253816639517199e-58,0.19988977461466373,2.5812954248770794e-10,1.14302351544405e-06,4.85614372444383e-09,4.699246391672501e-08
1.5500000000000002e-06,0.005054728215389259,0.00030907890413031777,1515.5362373962607,101324.99999999999,0.001216939015032876,1.3742924936037334e-06,5.274917567064581e-07,0.39610733019037303,2.3755880256618002e-06,0.004169090557503266,6.611486019503042e-05,9.915834552528293e-06,3.595988416216675e-19,3.0151563818113886e-14,3.733975317875545e-09,1.9070176342704348e-09,0.0007061115096569989,0.39362542970531744,0.0007016234634982773,5.828308249189132e-06,1.9389141006802387e-07,0.002190470409543742,2.8369573936395594e-09,1.1286208688491996e-06,8.850779725320777e-05,2.1994198117309977e-13,6.058091963184683e-07,4.143175796721461e-09,0.00024045587613924166,1.6378968319580869e-06,0.0009771977353648326,3.8807425325714664e-11,2.2184291688923947e-06,5.7896610028004144e-11,-8.446860313162808e-34,1.8479911041894924e-32,3.6197379804537483e-31,2.4548622676301664e-31,-1.7425021851107945e-62,9.280865201192688e-31,2.906047526519728e-32,-6.718475802576845e-59,1.9490678488038473e-33,6.650168529912751e-39,6.281510075384012e-32,-1.4937629873044967e-35,2.2876456105360197e-74,2.164769183895728e-36,1.0623823797954112e-36,7.804459723573217e-34,6.729823309495232e-36,4.710072191720285e-58,0.19988364330280814,2.780743896354066e-10,1.21077680159194e-06,5.227806205993078e-09,5.041399778667655e-08
1.5750000000000002e-06,0.0050573080835182695,0.00031402224544691215,1516.2604154392695,101324.99999999999,0.0012738801911835282,1.4309888780854733e-06,5.427193102301824e-07,0.39594160231165165,2.462323737145172e-06,0.004345388286035735,6.809076469275707e-05,1.0247416267470325e-05,4.019544681897812e-19,3.235823055746726e-14,3.9012478093619426e-09,2.0032167403726817e-09,0.0007182020136102011,0.3933756034796275,0.0007466709496428763,6.196066671212745e-06,2.0484685848474983e-07,0.0022649020735033792,3.0367061048652236e-09,1.1738155961253305e-06,9.246935434901431e-05,2.4730480542912923e-13,6.55142085159125e-07,4.476933073645125e-09,0.00025274690067217295,1.7112741940462677e-06,0.001014912637166835,4.372613386780564e-11,2.410548180931852e-06,6.53536897493229e-11,5.0828615132938426e-37,4.6268229083470905e-33,3.502742650002204e-31,2.5630845560215496e-31,4.78540564216279e-65,9.348892315637973e-31,3.5057396762907134e-32,2.32270890334406e-60,3.5031887380929445e-33,7.144776764601028e-39,6.301154354578465e-32,5.162773694420572e-37,2.449563675624915e-74,2.6706250635405012e-36,1.2895624201697602e-36,9.044236985229686e-34,8.247646838100976e-36,4.71792746876234e-58,0.19987714022284575,2.9960339898121456e-10,1.2821363548961337e-06,5.627992754868086e-09,5.408182532503285e-08
1.6000000000000001e-06,0.00505999203422792,0.00031896296468735604,1517.0127502012465,101325.0,0.0013332560869604468,1.4906146321298727e-06,5.586316129274554e-07,0.3957693549599021,2.553310737896119e-06,0.004528408039018092,7.01344027087118e-05,1.0591283361364501e-05,4.501787136020852e-19,3.478018936217559e-14,4.078840851410127e-09,2.1056083479184257e-09,0.0007306542118504686,0.3931170165638892,0.0007942031085087234,6.588335635822162e-06,2.164494402973778e-07,0.00234119896083841,3.2512087570304425e-09,1.2212322854467173e-06,9.658585706037308e-05,2.7809892057458174e-13,7.081753167081346e-07,4.838652176147335e-09,0.0002655973494908377,1.7887526743260554e-06,0.0010535774901860562,4.926524947280088e-11,2.6178412175283847e-06,7.372391094980284e-11,1.5525609239148337e-37,1.2548141498956815e-33,3.384389424254893e-31,2.6724010739861413e-31,1.3007903845091388e-65,9.342257075538696e-31,4.1172358476993467e-32,2.9453031139109455e-60,1.9410194976484258e-33,7.456998007843515e-39,6.321165346671731e-32,5.231524515213539e-37,2.6287635758266042e-74,3.2004562790710145e-36,1.5259068453760258e-36,1.0319700847334005e-33,9.629987039839039e-36,4.719946760466261e-58,0.1998702422111249,3.2286681392265466e-10,1.3573347013052632e-06,6.059255774482466e-09,5.801711135661767e-08
1.6250000000000001e-06,0.005062785538725757,0.00032390095777609646,1517.7946843190666,101325.00000000003,0.0013952009902159094,1.553383098037174e-06,5.752770822287125e-07,0.3955902428298998,2.64885220305889e-06,0.0047184966392257895,7.224953702950937e-05,1.0948085366890476e-05,5.052207019149202e-19,3.744360224510807e-14,4.267660550339933e-09,2.214730861008213e-09,0.0007434913717483415,0.3928492327989754,0.000844364892847586,7.007143871020266e-06,2.287495892267606e-07,0.0024194377340701735,3.4817721516874045e-09,1.2710241370721244e-06,0.00010086489924854542,3.127876655893802e-13,7.652078205609082e-07,5.231104777128083e-09,0.0002790395433485719,1.8706463448896708e-06,0.001093223463354198,5.55077317092624e-11,2.841555829744221e-06,8.31201605960326e-11,-1.6211588849278185e-33,1.0562157143155644e-32,2.6355921250273435e-31,2.7087188961208003e-31,-2.1025427574014582e-63,2.7509730352443015e-31,4.5592627358667085e-32,8.881922749587453e-57,-7.291911741076472e-32,5.400238037153099e-39,4.4533611810506983e-32,-7.781736007194996e-35,-7.372961753959651e-74,3.522377476914508e-36,1.688444855142742e-36,1.0726124639938283e-33,2.935750122117689e-36,-1.233736968871038e-57,0.19986292430116467,3.4803227343673503e-10,1.4366235578283732e-06,6.524424207838495e-09,6.224326780653478e-08
1.65e-06,0.005065694480384444,0.0003288361152548605,1518.6077678206811,101325.0,0.0014598595793885167,1.6195275996055347e-06,5.927084368630158e-07,0.39540389471143794,2.7492792227450365e-06,0.004916026591985343,7.444023125930485e-05,1.1318519501445113e-05,5.682060588958532e-19,4.037843182426288e-14,4.468712035389304e-09,2.3311808881549367e-09,0.0007567383769735922,0.3925717841286711,0.0008973124736469177,7.454720701571739e-06,2.418028226725974e-07,0.002499700207081692,3.729846499009193e-09,1.3233580071778813e-06,0.00010531460433269435,3.519047606656716e-13,8.265683022460944e-07,5.657395110349586e-09,0.00029310836247460734,1.957299132926923e-06,0.001133883542557989,6.254885242068408e-11,3.0830610266859286e-06,9.367038299043516e-11,3.1287457535752087e-37,2.6667404658489728e-33,2.539059125549953e-31,2.7980211096572857e-31,8.301479116581773e-66,2.80177405713102e-31,4.7236603586755135e-32,8.879523540649878e-57,1.688719761757281e-33,5.7006174477144944e-39,4.4594328264380835e-32,1.7058216612550407e-37,1.641841595818989e-76,3.696336086296543e-36,1.8670001687550634e-36,1.1799657964650868e-33,4.3226663188785986e-36,2.559215510651981e-60,0.19985515953782637,3.752872184264263e-10,1.5202756990262651e-06,7.026639381412244e-09,6.678623840466454e-08
1.675e-06,0.005068725194557806,0.0003337683218828396,1519.453668318248,101325.00000000001,0.001527387960816684,1.6893038671395246e-06,6.109832207174143e-07,0.3952099109587871,2.854954148293474e-06,0.005121398558345542,7.671088004291917e-05,1.1703335006487347e-05,6.404743415613054e-19,4.361909395164713e-14,4.683113200358607e-09,2.4556211227385823e-09,0.000770421935387088,0.3922841675531559,0.0009532143716478545,7.933519549393374e-06,2.5567037826314186e-07,0.0025820737773484285,3.997044585485176e-09,1.3784159886459767e-06,0.00010994367369009952,3.9606651092769763e-13,8.926189074905044e-07,6.121007626172618e-09,0.0003078415013284043,2.0490884768408463e-06,0.0011755926412778813,7.049826422033951e-11,3.3438616410695774e-06,1.0551984636669948e-10,4.43167764939385e-35,7.49301311054268e-34,2.444182699048301e-31,2.892731385379801e-31,-5.903290444299761e-66,2.826750378269054e-31,4.89276763606114e-32,8.876443923383815e-57,1.0448663285412515e-33,5.974859974456537e-39,4.4807214140672327e-32,3.431285986759799e-36,3.432207639253484e-76,3.880990336441502e-36,2.0532484840702397e-36,1.2898255304505312e-33,5.595446415715653e-36,4.954058060014145e-60,0.19984691876761634,4.0484169364024724e-10,1.6085870618784184e-06,7.569396413385217e-09,7.167482712011551e-08
1.7000000000000002e-06,0.00507188451291688,0.00033869745619895687,1520.3341823405135,101324.99999999996,0.0015979548287975746,1.7629928017869249e-06,6.301643964611621e-07,0.3950078606711346,2.9662743982147817e-06,0.005335044106982079,7.906624291566612e-05,1.2103337949999342e-05,7.236254317080425e-19,4.720523962246098e-14,4.912110642189335e-09,2.5887894614919284e-09,0.0007845708076492775,0.39198584174391604,0.0010122527230130617,8.446244660891126e-06,2.704199447441855e-07,0.00266665189966797,4.285163956290527e-09,1.4363972018811214e-06,0.00011476144017808142,4.4598641681328155e-13,9.637594171940964e-07,6.625862623703452e-09,0.0003232797536382077,2.1464294923926114e-06,0.0012183877189911034,7.9482462469264e-11,3.6256146830721393e-06,1.1883379735929394e-10,2.2722243654754685e-32,-1.880554415243544e-31,7.90571964678949e-31,3.1042773369854272e-31,-9.4507408269109e-64,-3.3147126432212197e-31,4.648871270215666e-32,8.864608702005593e-57,-8.055412427377794e-32,-4.153670667225657e-39,1.7205876838513144e-33,1.027512352035975e-33,-5.799185101786982e-73,3.704882213611441e-36,2.0809963381645957e-36,1.5983678058114046e-33,3.8377700685072016e-36,-7.802983805345205e-57,0.19983817040373378,4.369316127140376e-10,1.7018790996465268e-06,8.156592052292652e-09,7.694107656975426e-08
1.7250000000000002e-06,0.005075179813965765,0.0003436233900409869,1521.2512482500408,101325.00000000001,0.0016717427838099052,1.8409036533636224e-06,6.503210252728758e-07,0.394797278493907,3.083676826366491e-06,0.005557428835265241,8.15114828375857e-05,1.2519396634444698e-05,8.195773206692245e-19,5.1182696307798243e-14,5.15709826766224e-09,2.7315096210467766e-09,0.0007992160635089104,0.39167622320286727,0.0010746247146219852,8.995881738278551e-06,2.8612650695222916e-07,0.0027535346243984845,4.596212732729772e-09,1.4975198423951e-06,0.0001197779286122218,5.024927432654607e-13,1.0404320869026957e-06,7.176381527654136e-09,0.00033946733599157726,2.249779756460675e-06,0.0012623079166583337,8.964772798767919e-11,3.930148098556869e-06,1.3380058474644403e-10,1.0738948370942911e-33,4.128846897720707e-34,7.662935316884838e-31,3.3945689930348017e-31,-1.9972096308187265e-63,5.908189152105448e-32,4.669619776763194e-32,8.270463350000929e-57,4.01429138572022e-33,6.987412236028235e-40,4.5696078612032615e-33,7.498778851880263e-35,-2.7612785929723148e-74,3.760446313097797e-36,2.0683578979187206e-36,1.9901970631937913e-33,3.113181252663409e-36,-3.4116639304973946e-58,0.19982888015959474,4.718225827354737e-10,1.8005014436801412e-06,8.792580248090087e-09,8.262070689109539e-08
1.7500000000000002e-06,0.0050786190793528346,0.00034854598801681064,1522.2069606077307,101325.0,0.001748949813406055,1.923377665237695e-06,6.715290425658118e-07,0.39457766103901715,3.207642720637368e-06,0.00578905585674661,8.405220951134915e-05,1.2952447598881794e-05,9.30638401093471e-19,5.5604604847881593e-14,5.419639028789176e-09,2.884703504126185e-09,0.0008143913669890475,0.391354681976872,0.0011405441973242002,9.585732957248886e-06,3.0287332167003704e-07,0.002842829188257984,4.9324396777017934e-09,1.562023513591933e-06,0.00012500392288945395,5.665497100823313e-13,1.1231272206181957e-06,7.77756359114088e-09,0.0003564522514024782,2.3596447913407505e-06,0.001307394700598343,1.0116365367105908e-10,4.259482240057027e-06,1.506353407615703e-10,-1.8477150707517267e-34,1.4415800114960134e-33,7.3587983905986164e-31,3.7069679576750784e-31,1.458958553933474e-66,9.0037507013612e-32,4.696355790097463e-32,8.267376215235828e-57,2.1346725446453616e-33,8.97008943283198e-40,5.9166305023151895e-33,-4.088420000904548e-36,1.7264775898408598e-76,3.827024394092404e-36,2.0951146191645426e-36,2.384749720485711e-33,3.2901930281582065e-36,1.9757495089844736e-60,0.19981901074858102,5.098143894923104e-10,1.9048348900420915e-06,9.482236734259443e-09,8.875362436494767e-08
1.7750000000000002e-06,0.005082210958637034,0.000353465106920664,1523.2035867029922,101325.00000000001,0.0018297909904539673,2.010792298837127e-06,6.938721545745136e-07,0.3943484627843237,3.33870358794985e-06,0.0060304697956408485,8.669452912797919e-05,1.3403502436507122e-05,1.0595983991102803e-18,6.053280012377562e-14,5.701490508765302e-09,3.0494057116308013e-09,0.0008301333011004811,0.3910205367448387,0.0012102435316186971,1.0219457388083839e-05,3.2075305428480993e-07,0.002934650694286293,5.296369451294597e-09,1.6301719156665518e-06,0.00013045104262629904,6.392831798168671e-13,1.2123896512297948e-06,8.435076577123073e-09,0.00037428670556959986,2.476584411789195e-06,0.001353692029927371,1.142273915615074e-10,4.615854675959637e-06,1.69584344519076e-10,1.1939454864934001e-35,5.859400559978914e-34,7.019835367992531e-31,4.019395668473904e-31,3.1660903536137256e-66,9.245283276387606e-32,4.7227763701927493e-32,8.263348915666471e-57,1.1330041419075574e-33,9.793138597739603e-40,6.187085116301369e-33,1.0276746538546481e-36,3.467031023439815e-76,3.897492167117865e-36,2.122480541562738e-36,2.7861604222169967e-33,3.4715237961114803e-36,3.6435848957495933e-60,0.19980852154046075,5.512462903939759e-10,2.0152948002138743e-06,1.0231034586333617e-08,9.538451566110517e-08
1.8000000000000001e-06,0.005085964841840983,0.0003583805950880877,1524.2435850291251,101324.99999999994,0.0019145003846663454,2.103566104987873e-06,7.17442867484927e-07,0.39410909147857676,3.477447809021721e-06,0.006282261254145589,8.944510037020474e-05,1.3873655350217511e-05,1.20984329230508e-18,6.603949303278308e-14,6.0046350214928275e-09,3.226780557684952e-09,0.0008464817317066701,0.3906730493339741,0.0012839756677180218,1.090111741538665e-05,3.3986909898986784e-07,0.0030291228539490677,5.690843930231381e-09,1.7022559227050056e-06,0.00013613182817925863,7.22011888711166e-13,1.3088262454948334e-06,9.155364041962122e-09,0.0003930275754461662,2.6012200404090483e-06,0.0014012465303397813,1.290687802640198e-10,5.001748725007953e-06,1.9093019791521552e-10,-2.7459597910454136e-35,5.356036050707701e-34,6.6838727668604545e-31,4.330638898754034e-31,5.041985806457031e-67,9.451023257814403e-32,4.7536190799321304e-32,8.260363223569284e-57,8.37421674409531e-34,1.0201138457926191e-39,6.166788042014428e-33,-1.378986925675102e-36,6.405873226840981e-76,3.97638899368682e-36,2.1495135022040584e-36,3.192447018285409e-33,3.6553804430646435e-36,6.181101424081073e-60,0.1997973681728387,5.965032624773095e-10,2.132334922769023e-06,1.1045132554693556e-08,1.0256354040431016e-07
1.825e-06,0.005089890942894988,0.0003632922916805068,1525.329626522295,101324.99999999997,0.0020033332640691077,2.202164406577804e-06,7.423436849424249e-07,0.3938589028569588,3.6245283883453098e-06,0.006545071948269318,9.231119896420108e-05,1.4364091758037644e-05,1.385501402979864e-18,7.220933181795831e-14,6.331315315169738e-09,3.4181421826167914e-09,0.0008634802255794605,0.3903114184111767,0.0013620165365679838,1.163523262289111e-05,3.603371264634972e-07,0.003126378841432199,6.119071000525444e-09,1.7785971504928036e-06,0.00014205983801517523,8.162856278625061e-13,1.413114686259643e-06,9.945773110118272e-09,0.00041273694793067165,2.734243227821443e-06,0.0014501076946830884,1.4595656842448416e-10,5.4199266207792915e-06,2.14998004357271e-10,5.200863300073915e-33,1.0648921393170301e-33,7.070712886402046e-31,4.574451014556428e-31,1.29656858745211e-65,-3.6319587568634384e-31,4.694895368065546e-32,7.759885415618871e-57,-6.708551254897993e-32,1.1583300091905125e-38,6.687976226001553e-32,2.321149095568648e-34,2.1770099340754676e-73,3.966948154444109e-36,2.5100089185829513e-36,3.544435810339322e-33,3.5038720902337185e-36,1.922136113360242e-57,0.19978550210412807,6.460234284407124e-10,2.2564517598202124e-06,1.1931479099957271e-08,1.1034714553310524e-07
1.85e-06,0.005094000394171461,0.00036820002589046236,1526.4646185717008,101325.00000000003,0.002096568602107336,2.3071059144646712e-06,7.686884970370204e-07,0.3935971946454555,3.780671955951413e-06,0.006819600525309713,9.530079118290695e-05,1.4876097936876478e-05,1.5916301318004792e-18,7.914193861807124e-14,6.684076977108806e-09,3.6249783516142346e-09,0.0008811765260995734,0.38993477234589924,0.0014446677739873013,1.2426842214022836e-05,3.8228689751284085e-07,0.003226562243213343,6.5846822448240666e-09,1.8595520784364102e-06,0.0001482497581900468,9.23932098655131e-13,1.5260137383029542e-06,1.081470697678198e-08,0.0004334827328941363,2.876425561871605e-06,0.0015003280966010464,1.6520599401877154e-10,5.873467991373984e-06,2.4216276029110053e-10,7.520281632983936e-34,9.36708538378624e-34,6.689137788996838e-31,4.927790766146849e-31,-6.827909675939177e-66,3.172271537630532e-32,4.68496604661713e-32,7.755451387822288e-57,2.2790164257264393e-34,1.1954121540549383e-38,6.584396590183627e-32,1.1301405622965938e-35,2.3827835619269204e-73,4.0120123434448916e-36,2.8678457046001042e-36,4.01008164442787e-33,6.384227733329336e-36,1.9254649021674175e-57,0.1997728701026767,7.00306898742187e-10,2.3881895160912665e-06,1.2897935040650509e-08,1.1879902274851522e-07
1.8750000000000003e-06,0.0050983053557803176,0.0003731036160553115,1527.651732771946,101325.0,0.0021945119699147476,2.418970489750479e-06,7.96604205809379e-07,0.39332319965995777,3.946689308999707e-06,0.007106609254021154,9.842261867510924e-05,1.541107198686921e-05,1.8344561342459007e-18,8.695504907589684e-14,7.065819127476347e-09,3.848978793640682e-09,0.0008996231023806249,0.38954216100205225,0.0015322598600154566,1.3281577837560956e-05,4.058644029260333e-07,0.0033298281430694616,7.091801559707885e-09,1.9455168512651002e-06,0.00015471752757704294,1.047114725574716e-12,1.6483753343811308e-06,1.1771807960312254e-08,0.0004553393692061043,3.028630275148548e-06,0.001551963630756472,1.871880622138829e-10,6.365814820771217e-06,2.7285824507955866e-10,6.680326813184798e-35,1.1412317372198894e-34,6.315369492206393e-31,5.265537542801623e-31,-1.4542242000540717e-65,5.488357779739738e-32,4.6639057073725927e-32,7.751722972934012e-57,-1.2127160755435695e-33,1.3184931173891557e-38,6.928109615230207e-32,-2.41628358898914e-35,2.6056205918603266e-73,4.0480069623215386e-36,3.259113677601192e-36,4.473699149186765e-33,9.162154070542979e-36,1.9217528004296903e-57,0.1997594136569236,7.599263592197088e-10,2.528145761961688e-06,1.3953418981526875e-08,1.2799124141885454e-07
1.9000000000000002e-06,0.0051028191403223455,0.00037800286866696155,1528.8944365228933,101324.99999999999,0.002297498861238162,2.538408263531605e-06,8.262326286774523e-07,0.39303607790082584,4.123487766985212e-06,0.007406931676989343,0.00010168629594473264,1.5970536217300137e-05,2.121686148291898e-18,9.578841793309544e-14,7.47985521358616e-09,4.092069046025708e-09,0.0009188777817258116,0.38913254635770667,0.0016251557280567304,1.4205748645752498e-05,4.3123439319565877e-07,0.0034363443421428566,7.645127013047281e-09,2.0369328752213274e-06,0.0001614804800473748,1.1884043238882498e-12,1.7811588308632493e-06,1.2828177998970095e-08,0.0004783886353327723,3.1918258619410034e-06,0.0016050737716665556,2.123409511301541e-10,6.90082405229758e-06,3.0758775074329e-10,7.950471812716971e-34,-8.546602054611744e-34,5.971930983513159e-31,5.598841671833314e-31,-5.845640904059174e-66,5.312794908864561e-32,4.653456382595925e-32,7.748685761878305e-57,2.972419904980944e-34,1.3869861628939463e-38,6.931525766047207e-32,-4.147770031141099e-35,2.866081091694112e-73,4.0996641954709484e-36,3.6890648486224865e-36,4.9387091183358454e-33,1.190501415984085e-35,1.9245771199111526e-57,0.19974506829523667,8.255397910602282e-10,2.676977896519998e-06,1.5108080232808747e-08,1.3800559212748733e-07
1.925e-06,0.005107556357292762,0.0003828975772616707,1530.196529564925,101325.00000000009,0.0024058985459257266,2.666150415803479e-06,8.577327419941221e-07,0.3927349074171418,4.312085742314511e-06,0.007721481443515195,0.000105102423289356,1.6556151251986042e-05,2.4629119911025208e-18,1.0580870697919942e-13,7.929986343754522e-09,4.356451101948435e-09,0.0009390044845901085,0.3887047916811077,0.001723754945205399,1.5206441196688958e-05,4.5858338620445117e-07,0.0035462927509597253,8.250029031064848e-09,2.134293379383858e-06,0.00016855750750873928,1.3508684452261737e-12,1.9254479209114994e-06,1.3996645688720262e-08,0.000502720587115853,3.3671021425896114e-06,0.001659721859996394,2.4118410768305526e-10,7.482829477556148e-06,3.469370997121503e-10,1.2470462455378974e-34,3.988417853613628e-34,5.61822310125503e-31,5.926045168758044e-31,4.2195809956248066e-67,5.672291891457338e-32,4.647887251964994e-32,7.744578513738626e-57,5.705021945741769e-34,1.465438171348614e-38,6.969589595609769e-32,6.171223648323257e-36,3.231768495638183e-73,4.161633214987927e-36,4.13756842062519e-36,5.4033568639512064e-33,1.450587807972374e-35,1.9705821026333948e-57,0.1997297627961298,8.979058331363081e-10,2.835410568462617e-06,1.6373505484448863e-08,1.4893518873193281e-07
1.95e-06,0.005112533080105016,0.00038778752117172335,1531.5621861632712,101325.00000000001,0.0025201185421869724,2.803021960774164e-06,8.912833343261803e-07,0.3924186737396678,4.513629980924397e-06,0.008051262511625197,0.00010868271779583627,1.7169732083126577e-05,2.8701419538829886e-18,1.1721563882075294e-13,8.420590158989867e-09,4.644652443620464e-09,0.0009600740806136608,0.3882576490364424,0.0018284985623868532,1.629163715516008e-05,4.881232570026718e-07,0.0036598709721892587,8.91266868519097e-09,2.2381511314089758e-06,0.00017596924679634787,1.5381833784649341e-12,2.082470775447531e-06,1.5292091200249363e-08,0.0005284346441693505,3.5556892803846705e-06,0.0017159754141314468,2.7433575678450193e-10,8.116714783792402e-06,3.9159050984733424e-10,-1.7016950527911064e-35,4.712605926617114e-34,5.27554959397563e-31,6.247624730548957e-31,1.3294055599520966e-67,5.37060921512314e-32,4.636692201464893e-32,7.741192711659142e-57,6.584808895248187e-34,1.5327659295029394e-38,6.926421898293276e-32,-8.917129542174972e-37,3.575280736337977e-73,4.2222100566111434e-36,4.606284826638993e-36,5.867884235305434e-33,1.6934606906033647e-35,1.974121038007545e-57,0.19971341826920885,9.779024186342548e-10,3.0042442040512466e-06,1.7762966833260606e-08,1.608863859804301e-07
