Distance (m),u (m/s),res_time (s),T (K),P (Pa),H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO
2.4500000000000003e-06,0.0053173965972949655,0.00048401625420226106,1586.2800273438224,101324.99999999996,0.00746890356207474,1.118469195497791e-05,2.773470781660827e-06,0.3794551365389538,1.6305657617002673e-05,0.021235675696109093,0.0002563925781540283,4.087933556175431e-05,2.6597655212423884e-16,2.657098510540908e-12,5.240063586532631e-08,2.9432455968714863e-08,0.0018450484972270982,0.3710611353309617,0.006773968580640026,8.996220975369749e-05,2.569428736628405e-06,0.007279199089528959,6.800201759775972e-08,7.959947936668415e-06,0.0004596506420949779,4.5692191206464446e-11,1.3729456883302274e-05,1.6074667613713328e-07,0.001682048131456558,1.5608694490025242e-05,0.0033367836036077535,7.041088886964458e-09,5.290485713295742e-05,6.8764473509799536e-09,-1.773935877733353e-32,-5.493395377822216e-32,1.014292312321626e-31,3.9132530662629115e-31,1.2408736669194194e-61,1.4983072743196084e-30,4.207460588769379e-31,2.749925281090521e-54,-2.4516799348880322e-33,3.740445739388272e-38,3.0985227421611315e-32,1.9798448915369785e-33,3.4218973782885397e-69,1.2970916064149058e-34,2.0904649393817122e-35,7.841896748518014e-33,-5.4713899389771885e-34,9.321341091951284e-55,0.19887928215984296,9.448080233258378e-09,1.1265818352775723e-05,1.4145550231759324e-07,1.1565688928759709e-06
2.475e-06,0.005339396713570439,0.0004886984311112108,1592.0161059722525,101324.99999999999,0.008025136034970752,1.244741801230717e-05,3.042625406683122e-06,0.37806529004704714,1.8023192926438487e-05,0.022618473289345423,0.0002725946700371337,4.3196684663859805e-05,3.845915283988731e-16,3.4430919591244802e-12,6.109905900312564e-08,3.411065074763804e-08,0.0019466205923233412,0.3693049812554037,0.007353171576126603,0.00010108747887389115,2.912154760854871e-06,0.0075863756091975034,7.914497897736737e-08,8.741967476117182e-06,0.0004876448693643035,5.886516157700228e-11,1.5655235252772085e-05,1.9184634137062292e-07,0.0018134442252223171,1.7430595858559573e-05,0.003453796604610453,8.883199048704484e-09,5.9795597633915845e-05,8.357144009700332e-09,2.0842279667749664e-36,2.1691783125505003e-34,8.387109001053881e-32,4.070919362427402e-31,8.001089512222809e-65,1.4853670750519064e-30,4.3210344192638555e-31,2.7457571585613894e-54,3.1983632106851904e-34,3.8458969681853225e-38,3.413020157156319e-32,4.377527373401955e-35,4.3957619515868254e-69,1.4477420573847969e-34,2.1629048354933417e-35,8.208322335312184e-33,9.035707897894537e-36,9.34281356565722e-55,0.19877602800156982,1.1188744311421486e-08,1.2218604013159874e-05,1.6412801921445814e-07,1.3328494577472844e-06
2.5e-06,0.005364066775142457,0.0004933590740614168,1598.4205511142065,101324.99999999988,0.008654023192372795,1.3957577360140415e-05,3.3617749644543264e-06,0.37650709993990833,2.0062505874274703e-05,0.024162916402733423,0.000290836965365421,4.572885916549529e-05,5.720675286923461e-16,4.553634917264008e-12,7.213677395529727e-08,3.996704207267244e-08,0.0020624967629638224,0.36735001546715856,0.008010388725837227,0.00011427115079698031,3.3286272404438456e-06,0.007917283755997633,9.305655501535416e-08,9.656224528891634e-06,0.0005184797489788552,7.71592763226546e-11,1.7994169804939367e-05,2.3170849682450507e-07,0.0019618723316758525,1.959966189085386e-05,0.0035753402706473884,1.1368570974620216e-08,6.798952479463779e-05,1.0270649062925924e-08,-1.405882738972283e-35,1.8191478756206044e-33,6.848614454047921e-32,4.557485649444533e-31,1.5628319506179256e-60,5.4961109665718625e-31,3.387232804905346e-31,2.774846150364764e-54,-4.3675821187921894e-33,-2.4151020034155122e-37,-1.8785329235285362e-31,-1.2650118256489672e-34,4.985586045998772e-69,1.0764868531420213e-34,-1.1954844143117701e-35,8.844583182815295e-33,-1.2461712087737933e-34,8.103206622266217e-55,0.1986577992803798,1.3394394134566892e-08,1.3283791041301815e-05,1.9213035992747891e-07,1.5491739632157177e-06
2.5250000000000004e-06,0.00539197210595593,0.0004979955965635245,1605.6304322912877,101325.0,0.009371819064812959,1.5789695946784814e-05,3.7454958846680056e-06,0.37474503132921244,2.251652105114728e-05,0.02590228892676609,0.0003115502343746456,4.850422146748656e-05,8.796024471772269e-16,6.16803999415257e-12,8.64243580580715e-08,4.7430727263272245e-08,0.002196158863944852,0.3651555527084323,0.00876292657425448,0.00013007649914096236,3.842379824747557e-06,0.008275371313864837,1.1072647017515397e-07,1.0737041629509773e-05,0.000552653657724079,1.0321891228846996e-10,2.087921814688623e-05,2.8378192875451675e-07,0.0021309650277228013,2.2214318628677504e-05,0.00370131998171645,1.47950311666585e-08,7.784984963065312e-05,1.2790345435239127e-08,2.654933793912241e-34,1.364562170879238e-33,5.176753129953238e-32,4.705177148061918e-31,2.9494462371863846e-63,5.5784323962043745e-31,3.3116031989968273e-31,2.769448528692386e-54,1.0876740889835514e-33,2.5624343973046076e-39,1.6420362889550752e-33,-5.6623884091644024e-36,6.672409048240536e-69,1.1597960633523696e-34,4.816866812213059e-37,9.160769580781767e-33,4.3793948563158747e-35,8.12385162508778e-55,0.1985211101169854,1.623706229975058e-08,1.4478836451686698e-05,2.2724019783317852e-07,1.8185868768517307e-06
2.55e-06,0.00542386121873005,0.0005026048590412718,1613.8259753792715,101324.99999999996,0.010200293237132212,1.805012462492376e-05,4.2144325985866674e-06,0.37273210241576943,2.5516140147556342e-05,0.02788038130729105,0.0003352968154105297,5.155477839590173e-05,1.4066835969416073e-15,8.594929425192981e-12,1.0535654342260884e-07,5.714462058805751e-08,0.0023523481295702926,0.36266803465377745,0.009633874836364312,0.00014928563265993985,4.487352962975885e-06,0.008664802658232731,1.3362883600096728e-07,1.2031280518735269e-05,0.0005907965763362205,1.4147119688068573e-10,2.45039407240358e-05,3.5334141043471805e-07,0.0023255075316938106,2.541184329076212e-05,0.0038313950839966586,1.964063002547447e-08,8.988283033213606e-05,1.6183279700808213e-08,-5.659072357441642e-33,4.731222862133584e-32,-1.3396744842750634e-31,4.46491223282021e-31,-1.6631127642148662e-60,4.035254419106288e-31,3.4020280735855998e-31,2.788426530009523e-54,3.35754047536395e-32,-1.937849745239474e-38,-8.055396817069727e-33,-8.185881943558949e-34,9.417071340930078e-69,1.3992093183762328e-34,7.078822011543395e-36,8.86937239192881e-33,5.480769863096682e-35,8.35494253157952e-55,0.19836126703811374,1.997357773700529e-08,1.58239406363337e-05,2.720426578722274e-07,2.1599577965646896e-06
2.5750000000000003e-06,0.005460749795180307,0.0005071829849283189,1623.2497960893531,101325.0,0.011169370453798493,2.08954820406938e-05,4.798734840254256e-06,0.3704046774272025,2.9251229999904544e-05,0.03015618191431457,0.0003628244621773188,5.4915584387890115e-05,2.3586745118200036e-15,1.2392328086004511e-11,1.3115314494399464e-07,7.010675111807625e-08,0.0025376995068685025,0.35981523708065566,0.010654820375196702,0.0001730156923925312,5.3140270808672764e-06,0.009090625373694849,1.6403674235756267e-07,1.3604475843167065e-05,0.0006337170995319578,1.996769681439853e-10,2.9160062641821277e-05,4.487571044604164e-07,0.002551946497359357,2.9388896586361663e-05,0.003964796410524479,2.6704549167043823e-08,0.00010481430936440282,2.087717391493742e-08,8.963857191114893e-34,-1.0385360417662868e-32,3.233049573250556e-32,4.393617203624693e-31,-5.4456637427424306e-64,3.611620897983101e-31,3.254942720405024e-31,2.7817030037537167e-54,2.3383994915467733e-33,-1.4044822388689644e-37,-6.811562069810206e-32,-2.097393138560869e-34,1.3603009436629767e-68,1.5084438499090159e-34,1.1076322681719876e-35,9.023949650550524e-33,2.1153460399937744e-35,8.521441566510692e-55,0.1981717843365323,2.4999911529794138e-08,1.7341864038549237e-05,3.3041574390004237e-07,2.6014397337774126e-06
2.6e-06,0.005504056893729143,0.000511725089140302,1634.2377500242446,101325.0,0.012321484081774461,2.456526442767693e-05,5.544076791717302e-06,0.367674050968757,3.400691033539984e-05,0.03281140697340692,0.0003951481285799914,5.86226232059248e-05,4.191455474201757e-15,1.863070779594945e-11,1.675129275199649e-07,8.793335864139563e-08,0.0027618057347187476,0.35649692612887346,0.01187028136385017,0.00020291723489655996,6.400267137558768e-06,0.009558946608035008,2.0560328292139586e-07,1.5550864220636465e-05,0.000682470177007933,2.9221438672149263e-10,3.530596749743731e-05,5.839073974882091e-07,0.0028191991293614197,3.443626587378626e-05,0.004099998952945126,3.7389530754476004e-08,0.00012372049009539343,2.7590204537010286e-08,-7.618759611643636e-35,-3.9992883639411345e-32,7.523360773009061e-32,4.491314810454408e-31,-1.9107627343184612e-61,7.0214442797480555e-31,3.0315391535062625e-31,2.774621068366407e-54,-2.5243587510615425e-32,4.6743978324151384e-38,1.7743136954765924e-32,-4.732978537530966e-35,2.103151185475176e-68,1.5857727001998365e-34,6.193262587458154e-36,8.955264939732063e-33,1.072268878681115e-35,8.944829208815167e-55,0.1979434178071034,3.195020414361628e-08,1.9056779712050227e-05,4.0839558350309987e-07,3.1866080532980963e-06
2.6250000000000003e-06,0.00555583647314749,0.0005162248616085581,1647.2706844029994,101325.0,0.013719123396358343,2.9442895390338412e-05,6.52279814089888e-06,0.3644122042945331,4.022967706835475e-05,0.03596314306429783,0.0004336769406564274,6.270722376804101e-05,8.011438671216828e-15,2.95176866892012e-11,2.2095281713822016e-07,1.133798830146281e-07,0.0030390958193311727,0.35256906403349264,0.013345303731997707,0.00024153116240105754,7.871542306674285e-06,0.010077052129416092,2.645010804284874e-07,1.8010453932157673e-05,0.0007384551783152409,4.475855346946195e-10,4.369961254630419e-05,7.83063731668203e-07,0.0031399941365437656,4.100056654913294e-05,0.004234112166751422,5.4308543776303714e-08,0.00014826316292028085,3.760023119992371e-08,4.4356296674437755e-34,3.4333372442272378e-34,5.596825287648847e-32,4.654664466337444e-31,-1.1384058765041589e-66,7.169518875839035e-31,2.9217496170418563e-31,2.764539393553867e-54,3.3612015982868716e-34,6.3330082903209e-38,2.0366904868160492e-32,4.2446070470254925e-35,3.2680427339353398e-68,1.8638014245303584e-34,7.601730455029106e-36,9.442307720498079e-33,2.2845666599926678e-35,8.99019435463897e-55,0.19766248729176955,4.1887370919742244e-08,2.0990774632888003e-05,5.158053801753751e-07,3.985970731140569e-06
2.65e-06,0.005619194033106399,0.0005206738982235442,1663.0660887004146,101324.99999999996,0.015458742280739374,3.617834228341723e-05,7.855973464447122e-06,0.3604263075451881,4.865585544790096e-05,0.039786262958950484,0.00048041462458294095,6.718252614087785e-05,1.682258981764604e-14,5.003779133625426e-11,3.037814050629126e-07,1.5145357102468345e-07,0.003392364486421472,0.3478155379320506,0.015179247042867149,0.00029297337831288224,9.941112996193332e-06,0.010653247074941913,3.518271627221143e-07,2.1199453305328222e-05,0.0008035552242713049,7.27284949021527e-10,5.5677012126733193e-05,1.0915742432224928e-06,0.003533205922393523,4.98004548957453e-05,0.004361689801158117,8.270401610394267e-08,0.00018114002118984062,5.335289091565093e-08,7.295022435969726e-35,4.4798121326628675e-34,4.2460797507471873e-32,4.711957142723312e-31,-1.0470921244367323e-64,7.284909659321071e-31,2.7803130102929634e-31,2.752343349162317e-54,1.443688295469692e-33,7.367271233453926e-38,1.8431807147280458e-32,1.0133482469271049e-35,5.40681705515502e-68,2.251258147237796e-34,8.747831635537574e-36,9.82358546745784e-33,3.66281791744999e-35,9.036622125674652e-55,0.19730778458051562,5.669522433857713e-08,2.315465779347612e-05,6.695334804309484e-07,5.120038629282304e-06
2.6750000000000002e-06,0.005699091420696723,0.0005250605623695539,1682.7516100963899,101324.99999999999,0.01769843351409909,4.595723784164875e-05,9.761012545804209e-06,0.35540979076054,6.0581878323989706e-05,0.044555939174694144,0.0005382751641191057,7.20112215987112e-05,4.00588509283068e-14,9.284130467579348e-11,4.4140832448381483e-07,2.1202635521082188e-07,0.003859940002932742,0.34189379911197176,0.017532656535527984,0.00036435744961777785,1.2996413552936683e-05,0.011295704852259848,4.89165055756133e-07,2.5467451924845252e-05,0.0008803170775180547,1.279299206970312e-09,7.37950981852548e-05,1.6016092475573867e-06,0.004028164563535443,6.206216245635673e-05,0.004472267857444068,1.341468550116954e-07,0.0002270159850506753,7.999153123561616e-08,5.842296607737965e-34,-3.425824604991802e-33,2.3688845079731446e-32,4.88566599180971e-31,3.310546190560829e-64,8.415265885930494e-31,2.666884887480429e-31,2.7365712427411863e-54,-2.215805454924367e-33,1.2860746771115704e-37,2.4100791343930408e-32,5.680965673093512e-35,9.746266845061343e-68,2.975318867297684e-34,1.318254915754457e-35,1.0252556553951621e-32,4.193919378808703e-35,9.107306385966133e-55,0.19684443079065023,7.995500186017295e-08,2.5524723046850015e-05,9.00701789405231e-07,6.8095842218066475e-06
2.7000000000000004e-06,0.00580404838035886,0.0005293679006895793,1708.2223622489298,101324.99999999996,0.020718730598420665,6.116409670067373e-05,1.2666268222158345e-05,0.34883976733151006,7.849444481268976e-05,0.050735447695954554,0.0006115459163218691,7.702734845846421e-05,1.138027923977769e-13,1.9549106097488282e-10,6.928590768164216e-07,3.1677783542343944e-07,0.0045117674176737505,0.33422023368557424,0.020684630316450906,0.0004690708788755263,1.780386069341608e-05,0.012007902559657651,7.230570887512979e-07,3.141123710963065e-05,0.0009720876138399458,2.5158509228857636e-09,0.00010351592891743423,2.5225120881821356e-06,0.004673202770671577,8.004418924506838e-05,0.004544896457908806,2.3764517190930678e-07,0.0002946478495589878,1.2979103102502644e-07,-1.337628214287532e-33,-9.411743271966065e-33,-3.710746713007662e-33,5.215265141469528e-31,2.2015563349172993e-62,4.666795705559546e-31,2.2874363896985193e-31,2.715162588897089e-54,-4.813386753679022e-33,-1.4297166659878352e-36,-1.8567490784060611e-31,-1.1590369915628718e-33,1.9766632794883677e-67,3.4396192161649423e-34,-2.452326862778973e-35,1.0064606998947407e-32,-1.1393573579865155e-34,9.198300741123892e-55,0.1962104437343681,1.1912704922987517e-07,2.7983670706329434e-05,1.2721090179972814e-06,9.497538532586103e-06
2.725e-06,0.005950193990352239,0.0005335694443771527,1742.9608461878174,101325.00000000003,0.02507522339617952,8.729690384158041e-05,1.7531021414393383e-05,0.3397355055421527,0.00010775576036785149,0.05917876267412865,0.0007063119014127382,8.173983694175464e-05,4.2128159508154567e-13,4.973627864409523e-10,1.219746884752266e-06,5.210159186257383e-07,0.0054905921511322064,0.32369668084889,0.025170787807609365,0.000635427054067298,2.605912842336786e-05,0.012771530204119523,1.1690692549301396e-06,4.0113129297779406e-05,0.0010825487815511671,5.848454733018331e-09,0.00015844977418777426,4.4086789863623645e-06,0.005554113255223959,0.00010836515442479075,0.004534929717845633,4.801875328071876e-07,0.0004023932098950331,2.3774679608316404e-07,3.320162115475813e-34,-1.9122441059191074e-33,-2.0407203170579293e-33,5.183507271405099e-31,1.1302963435895776e-63,5.064598816460063e-31,1.885913808575549e-31,2.683150696765716e-54,-7.846681205378982e-35,-9.999192917264956e-38,-8.274215668134842e-33,3.663465498749389e-35,4.7851504432191404e-67,4.3332767176739415e-34,-1.5626364387869395e-35,1.0237420054982677e-32,1.874508589597551e-36,9.337801866270691e-55,0.19528336375966748,1.9184171386200282e-07,3.0166704767798746e-05,1.9271946954158308e-06,1.419045443599698e-05
2.7500000000000004e-06,0.006172611826011372,0.000537619593763617,1794.2047384708671,101324.99999999999,0.03206079906473395,0.00013992663530186896,2.694792057591548e-05,0.32599238768782735,0.00016207140893211247,0.07167251602577854,0.0008288881334962434,8.482207880297991e-05,2.416383805175535e-12,1.7274284827989699e-09,2.587514423888866e-06,1.0010894890488979e-06,0.007138392889876524,0.30793444930083763,0.032172991036537486,0.0009343056413817208,4.212210022751898e-05,0.01347679537126664,2.1789076225513925e-06,5.3629969585666296e-05,0.0012111950035901553,1.7892843083277616e-08,0.0002812966156530281,9.10214811463836e-06,0.0068377887015618555,0.0001580407272789196,0.004339297795934302,1.2039901190782907e-06,0.0005951540676653718,5.340077010119265e-07,1.0905869271984058e-35,2.17548478631438e-34,8.940387715422743e-33,5.0428597135335985e-31,8.611618606413607e-53,5.404842824485447e-31,1.4585996924730948e-31,5.071498065698156e-50,2.30342855787358e-34,7.763237818059471e-38,3.614792774914651e-33,5.334920557924523e-36,4.330347143526015e-55,6.896307201123749e-34,2.3195376447527835e-36,1.0639275771603279e-32,2.5877679340198773e-35,2.9773272971087197e-43,0.1937812592188924,3.4850806283315706e-07,3.105683308856883e-05,3.2581427517779442e-06,2.363184020047926e-05
2.775e-06,0.00656531506402001,0.0005414274841323534,1879.8091839245164,101325.00000000001,0.0455568468802568,0.00028132376301569516,5.037463392818497e-05,0.30208831600227254,0.0002872995391535081,0.09270200303590317,0.0009659841791258035,8.284684240558698e-05,3.221647550020027e-11,1.0854153061950398e-08,7.756900170754707e-06,2.5689198225678676e-06,0.010496446171023306,0.28040867458704166,0.044889451424945354,0.0015956248637060352,7.95931242218714e-05,0.013586691942822339,5.215000118409918e-06,7.540954378961136e-05,0.001319968542312809,9.153612023247806e-08,0.0006672064785405449,2.5451996299328767e-05,0.008874782160170331,0.0002627785592721316,0.003705682624248123,4.541647905448199e-06,0.0010091164237132498,1.758675501448056e-06,-2.851142331959047e-34,6.502249898068987e-34,1.548325911646693e-32,4.861365790729509e-31,-2.1865069988927153e-51,5.766357776926072e-31,9.356777074366889e-32,-2.0225014885541805e-48,4.108836089402966e-34,5.095295651030758e-37,9.970353723851721e-33,-5.237907450010629e-36,-2.3268792120890777e-53,1.5071448074790024e-33,1.0525793948623314e-35,1.189176904694597e-32,5.594973713000508e-35,-3.738808499493557e-42,0.1908828609740767,7.910759556682192e-07,2.8054478818315813e-05,6.6865931223316345e-06,4.77899938505186e-05
2.8000000000000003e-06,0.0074869473694619375,0.0005447666287484853,2056.146182121692,101325.0,0.08315876172445448,0.0010084485312372442,0.00014604884252971328,0.24798737232218246,0.0007385023812627077,0.13685451004563476,0.0009176905819033324,6.802694704329401e-05,3.3715351674404582e-09,2.779992444764961e-07,4.978690932192191e-05,1.28820128572539e-05,0.019922751132517527,0.21533645989669348,0.07498518892090847,0.0037520256476766133,0.000186852797981873,0.010460590832416728,2.023945351324555e-05,9.909435096603963e-05,0.0010859478320316815,1.4504458320955366e-06,0.0030245167176406185,0.00013596213414075148,0.011916467415285353,0.0005702380543023981,0.002131616280861577,4.259267866788765e-05,0.002106110212403419,1.1938745689478903e-05,2.9486494897943314e-35,2.0954175544357544e-33,2.3879026703896992e-32,4.446868036656665e-31,5.219788766058754e-50,5.879370287629196e-31,3.193093278586947e-32,-2.761220499515937e-47,8.533977386706232e-34,7.066167566680894e-36,3.135152092371959e-32,2.004565115983845e-35,3.1465201547046497e-51,6.524163920071598e-33,5.365901813822982e-35,1.7471847275442866e-32,1.80839130166216e-34,1.985848361173365e-41,0.18308718544030214,3.132737823371422e-06,1.6432933545944505e-05,2.0077246272977717e-05,0.00014081642331941266
2.825e-06,0.010511085390236903,0.0005471450700865437,2532.4088819815875,101324.99999999999,0.186558599880989,0.0103334687766815,0.0007115879748520234,0.110592560238617,0.004364239870091387,0.2315609372540884,0.00022835609115696718,2.6157720856739643e-05,1.0854941248062273e-05,5.588632290301202e-05,0.0007553067966538239,0.00017893791010917842,0.03430575086318187,0.06360939391046501,0.1544836190332471,0.01189173866236779,0.0004055400213273992,0.002749520284075649,0.00012712515937603915,4.11863200853269e-05,0.0001694649224076778,8.39515161311249e-05,0.016330287895010925,0.0008718489573330875,0.005646492224015502,0.0007049667925039408,0.00019229241862312146,0.0004725055523495241,0.001615293269342798,8.772166929012951e-05,1.4736513079459128e-33,1.1805182723700857e-32,4.6595921363037073e-32,2.6674335721127765e-31,2.267592490559456e-45,4.7398785114423965e-31,1.7596424934525387e-33,4.336498256893247e-45,1.4444551458153814e-33,4.18964781991922e-34,1.3546190403084999e-31,3.66220028684157e-34,9.931533060765887e-46,1.9963267712090302e-32,3.6212729993902666e-34,3.972011225904242e-32,1.4610681694280162e-33,6.859147496800944e-38,0.1606182925272261,7.707108755660055e-06,1.6037622624550586e-06,3.485316429434848e-05,0.0001719501880804663
2.8500000000000002e-06,0.01322061050506927,0.0005490360568900968,2934.585218278066,101324.99999999997,0.23584882787932163,0.02808460939455858,0.0011491660075531275,0.03314322424073815,0.010844139502120594,0.2651453796196537,3.588615896595749e-05,5.549836197110326e-06,0.00022886245030654626,0.0002877312001994815,0.0013187882043115236,0.00028741463388387827,0.01689666885922115,0.011953021988463994,0.20860649380185206,0.01873893230739548,0.0003072377234249984,0.0007503780098935122,0.00015052843206139622,1.0551430592908517e-05,2.9404885352646968e-05,0.0002908932027701919,0.015285298848223983,0.0005068667301024364,0.0008911084696563103,0.0001320404500937219,9.019827288699013e-06,0.0004391720911307426,0.000490226339726599,0.00010883267473512829,1.0464123348629872e-32,1.8231406919695142e-32,4.090989672354006e-32,1.0852002553822916e-31,9.105513961597622e-40,4.247527185496521e-31,7.326496659163551e-35,1.753259476938939e-39,1.2563868082949906e-33,2.7229455415731076e-33,2.5539603725120424e-31,7.880939660287563e-34,5.5190514819503364e-40,1.4478127810293983e-32,8.03820062639905e-34,3.7184765045407913e-32,2.8227542997221876e-33,8.552183954194355e-33,0.14798031791107966,7.725545109452117e-07,7.82949846694911e-08,7.1654204226392285e-06,3.541061920602297e-05
2.8750000000000004e-06,0.014413733231534536,0.0005507705138554378,3097.074074176616,101325.00000000001,0.2591014059272591,0.036052798888750986,0.0011548780610847805,0.009840353459997075,0.013047425434684758,0.2611174033627753,9.365312103494158e-06,1.6410834259266625e-06,0.0003131855010232104,0.0002661975314888848,0.00093136312612929,0.0001639577247155595,0.006547263925770377,0.00329874265420527,0.23170903453140057,0.022615249987820656,0.00014710584936918414,0.00028256263407196267,7.544312584318329e-05,3.4735147571457332e-06,1.0148402455322242e-05,0.00024514992966401494,0.009022153894764753,0.00012565025722391558,0.00014625977828402274,1.9343605091558894e-05,8.574980331950016e-07,0.0002376443566458874,0.00019290668118108863,6.824203750232861e-05,2.1685981097821638e-32,1.9220096473032733e-32,3.0941387034387135e-32,6.20192229804432e-32,1.0292597083880034e-39,4.699410349589852e-31,2.914846294814144e-35,2.5472779652844007e-39,1.2494403190871431e-33,4.458362284920094e-33,3.1153141273905214e-31,4.273280393869889e-34,4.810129625665465e-40,8.581613508535127e-33,9.680732553746797e-34,3.0516984226842076e-32,2.858955592835323e-33,6.846920549048324e-33,0.14324644533685868,4.862906047162419e-08,4.287588121228551e-09,9.057557152436661e-07,5.387913254515947e-06
2.9e-06,0.014900091022636702,0.0005524483559546586,3154.9472009528813,101325.00000000004,0.27324021959827555,0.03853475318436179,0.0010996573826977738,0.003182463918551684,0.013140771971433225,0.2524961416662925,3.14833823267126e-06,5.876956951603385e-07,0.00021768155837712086,0.00016704489133224687,0.0005487339883439883,8.253787718414704e-05,0.002895047320593748,0.0013378490045967337,0.24189917606482822,0.024574335139236948,7.228760314076733e-05,0.00012855337749162425,3.504542616762007e-05,1.4335597377058356e-06,4.4456017629628085e-06,0.0001403016997563656,0.004730398292000158,3.028417426327955e-05,3.146094227592889e-05,3.64027700685095e-06,1.4706094635662285e-07,0.00011686558504554914,8.875250374228423e-05,3.516920325412009e-05,1.482024757427403e-32,1.3322836270717504e-32,1.998041940572937e-32,3.925758076747223e-32,6.376749870144102e-39,5.84617620702807e-31,3.3465286023743625e-35,1.6158864776336781e-38,8.074633799758524e-34,4.782868380162555e-33,3.1493501480464713e-31,2.934346412453096e-34,1.8278475655015026e-39,5.3736654047917426e-33,9.275735328965678e-34,2.4643285182507822e-32,2.4348398191695778e-33,3.7886500625153945e-32,0.1411600862553918,3.6370121927556605e-09,3.0842997270658037e-10,1.3651895783197875e-07,8.383735829470013e-07
2.9250000000000004e-06,0.015103230435118076,0.0005541036309706493,3173.5920439199326,101325.00000000007,0.28161548962396454,0.03954510218081804,0.0010686769026711617,0.001206828788446248,0.01291117309944383,0.24597344595996656,1.3390373744792318e-06,2.588158622747908e-07,0.00012780034871504148,9.507839815291945e-05,0.0003077742515952609,4.2760008965349897e-05,0.001446264143293732,0.0006558837222249696,0.24670936815656505,0.025509349558906918,3.841705387258221e-05,6.452312617255136e-05,1.7400908749639564e-05,6.860321159509206e-07,2.1862910503610504e-06,7.181131402368076e-05,0.002370048990661547,8.245265672608492e-06,8.252129754124644e-06,8.808998200745967e-07,3.5006113292451905e-08,5.669054370149014e-05,4.248135086007516e-05,1.7097358274371554e-05,1.7104819870007698e-32,1.41483724390897e-32,1.8131613011927206e-32,3.341387435246846e-32,6.593249619065319e-39,6.165800740937194e-31,3.399032593950742e-35,1.44210312745059e-38,8.673721364114784e-34,4.402317075085452e-33,2.879372151284315e-31,1.08456378248626e-34,1.0697550109340452e-39,2.971602841381281e-33,8.070245979281441e-34,1.9630139991989402e-32,1.9895668253478344e-33,3.755551930407476e-32,0.1400844698999265,3.8548920185551985e-10,3.169190736849562e-11,2.8170307552324892e-08,1.5224477591872807e-07
2.95e-06,0.015182820402998497,0.0005557502288580263,3176.3187233803214,101324.99999999999,0.28621620784657087,0.04038245559622761,0.0010704225358007598,0.0006034507882379613,0.012801524247384583,0.24176154618373236,7.89129216177535e-07,1.5498614645898e-07,7.195788474977702e-05,5.232550700289456e-05,0.00016745803279372688,2.253732339585738e-05,0.000756061272328644,0.00033976766244767206,0.24902795157918695,0.025943895195375606,2.149483321668789e-05,3.3555068833387056e-05,8.988905050626727e-06,3.4968978493282723e-07,1.1198544608388263e-06,3.518660865877894e-05,0.0011500323636144303,2.4195082241967366e-06,2.342124101070882e-06,2.3566282606148667e-07,9.377888843027585e-09,2.7378737155314604e-05,2.0407796980071564e-05,8.074413595429832e-06,1.5696005942686126e-32,1.2795652445684622e-32,1.5883570258455072e-32,2.9189269426744313e-32,6.619219978462586e-39,6.671236656320582e-31,3.5895888893106435e-35,1.3780962036333124e-38,8.197272384930311e-34,3.8715515519716324e-33,2.5226242733787276e-31,5.301615343741674e-35,5.772781414556544e-40,1.63302194093599e-33,6.8101648652343455e-34,1.586669940492077e-32,1.637239429406667e-33,3.6901307507779834e-32,0.13946985865476483,5.027715932369935e-11,4.043560028879052e-12,7.41172768006108e-09,3.316419810234042e-08
2.9750000000000003e-06,0.01520329055767376,0.0005573946097178911,3171.9234497257676,101325.00000000003,0.28848253171952776,0.0413461250344848,0.0010975337331838577,0.00042215648656892055,0.012846313769563933,0.23912239910387428,6.267173240974802e-07,1.226398436670237e-07,3.963145763633404e-05,2.7992727312446938e-05,8.80187316678015e-05,1.1758877125352806e-05,0.0003928479357613906,0.00017434591290624993,0.2500908264923709,0.026146390719134494,1.2434783204710921e-05,1.7389221483734618e-05,4.640214965376639e-06,1.793988502997798e-07,5.694263233030996e-07,1.6740375906720972e-05,0.0005411587952131037,7.206739042505221e-07,6.647727472412743e-07,6.241889738011904e-08,2.4979036504507817e-09,1.3063679920302408e-05,9.687135644559086e-06,3.7153190828694524e-06,1.3868341266246243e-32,1.1078674678482237e-32,1.342992275051995e-32,2.4394361322289942e-32,6.703742956465553e-39,7.180062410002338e-31,3.8019864705420923e-35,1.3355679233829012e-38,7.588454690262286e-34,3.319120975168473e-33,2.143065435127646e-31,2.4979106642136794e-35,2.9911187367985953e-40,8.801377406299628e-34,5.61696888035273e-34,1.2760076972424264e-32,1.3488696249502624e-33,3.6798988977563976e-32,0.13908933892493236,6.686271564203847e-12,5.279592237083052e-13,2.208551379577614e-09,8.086968388154356e-09
